"GISJOIN","ADI_NATRANK","ADI_STATERNK","FIPS"
"G34003500536041","19","4","340350536041"
"G34003500536042","12","2","340350536042"
"G34003500537031","18","4","340350537031"
"G34003500537032","9","2","340350537032"
"G34003500537041","11","2","340350537041"
"G34003500537042","17","3","340350537042"
"G34003500537051","32","6","340350537051"
"G34003500537052","40","8","340350537052"
"G34003500537053","18","4","340350537053"
"G34003500537054","32","6","340350537054"
"G34003500537061","19","4","340350537061"
"G34003500537062","9","2","340350537062"
"G34003500537063","10","2","340350537063"
"G34003500537071","13","3","340350537071"
"G34003500537072","7","1","340350537072"
"G34003500538011","15","3","340350538011"
"G34003500538041","23","5","340350538041"
"G34003500538042","35","7","340350538042"
"G34003500538043","38","7","340350538043"
"G34003500538051","13","3","340350538051"
"G34003500538052","17","3","340350538052"
"G34003500538053","20","4","340350538053"
"G34003500538061","10","2","340350538061"
"G34003500538071","7","1","340350538071"
"G34003500538072","7","1","340350538072"
"G34003500538073","8","2","340350538073"
"G34003500538074","4","1","340350538074"
"G34003500539011","13","3","340350539011"
"G34003500539041","5","1","340350539041"
"G34003500539042","6","1","340350539042"
"G34003500539051","9","2","340350539051"
"G34003500539052","5","1","340350539052"
"G34003500539053","6","1","340350539053"
"G34003500541001","5","1","340350541001"
"G34003500541002","24","5","340350541002"
"G34003500541003","5","1","340350541003"
"G34003500541004","23","5","340350541004"
"G34003500541005","3","1","340350541005"
"G34003500542011","3","1","340350542011"
"G34003500542012","6","1","340350542012"
"G34003500542013","14","3","340350542013"
"G34003500542014","27","5","340350542014"
"G34003500542021","9","2","340350542021"
"G34003500542022","7","1","340350542022"
"G34003500542023","5","1","340350542023"
"G34003500543011","18","4","340350543011"
"G34003500543012","17","3","340350543012"
"G34003500543021","39","8","340350543021"
"G34003500543022","37","7","340350543022"
"G34003500543023","21","4","340350543023"
"G34003500543024","34","7","340350543024"
"G34003703710001","45","8","340373710001"
"G34003703710002","35","7","340373710002"
"G34003703710003","50","9","340373710003"
"G34003703710004","51","9","340373710004"
"G34003703711001","39","8","340373711001"
"G34003703711002","29","6","340373711002"
"G34003703712001","42","8","340373712001"
"G34003703712002","58","9","340373712002"
"G34003703713001","36","7","340373713001"
"G34003703713002","37","7","340373713002"
"G34003703713003","31","6","340373713003"
"G34003703714001","28","6","340373714001"
"G34003703714002","29","6","340373714002"
"G34003703715021","38","7","340373715021"
"G34003703715022","40","8","340373715022"
"G34003703715023","41","8","340373715023"
"G34003703715024","33","7","340373715024"
"G34003703715031","39","8","340373715031"
"G34003703715032","45","8","340373715032"
"G34003703716001","56","9","340373716001"
"G34003703716002","72","10","340373716002"
"G34003703717001","24","5","340373717001"
"G34003703717002","39","8","340373717002"
"G34003703717003","28","6","340373717003"
"G34003703718011","27","5","340373718011"
"G34003703718012","33","7","340373718012"
"G34003703718013","39","8","340373718013"
"G34003703718021","44","8","340373718021"
"G34003703718022","22","4","340373718022"
"G34003703718023","39","8","340373718023"
"G34003703719001","38","7","340373719001"
"G34003703719002","35","7","340373719002"
"G34003703720001","32","6","340373720001"
"G34003703720002","29","6","340373720002"
"G34003703721001","30","6","340373721001"
"G34003703721002","47","9","340373721002"
"G34003703722001","34","7","340373722001"
"G34003703722002","37","7","340373722002"
"G34003703723001","21","4","340373723001"
"G34003703723002","23","5","340373723002"
"G34003703723003","35","7","340373723003"
"G34003703724001","22","4","340373724001"
"G34003703725001","47","9","340373725001"
"G34003703725002","33","7","340373725002"
"G34003703726001","25","5","340373726001"
"G34003703726002","30","6","340373726002"
"G34003703726003","28","6","340373726003"
"G34003703727001","56","9","340373727001"
"G34003703727002","50","9","340373727002"
"G34003703727003","48","9","340373727003"
"G34003703728001","61","10","340373728001"
"G34003703729001","47","9","340373729001"
"G34003703729002","48","9","340373729002"
"G34003703729003","61","10","340373729003"
"G34003703730001","40","8","340373730001"
"G34003703730002","43","8","340373730002"
"G34003703731001","10","2","340373731001"
"G34003703731002","13","3","340373731002"
"G34003703731003","25","5","340373731003"
"G34003703731004","13","3","340373731004"
"G34003703732001","16","3","340373732001"
"G34003703732002","17","3","340373732002"
"G34003703733001","13","3","340373733001"
"G34003703733002","22","4","340373733002"
"G34003703734001","35","7","340373734001"
"G34003703734002","16","3","340373734002"
"G34003703734003","16","3","340373734003"
"G34003703734004","6","1","340373734004"
"G34003703734005","31","6","340373734005"
"G34003703734006","33","7","340373734006"
"G34003703734007","28","6","340373734007"
"G34003703735001","31","6","340373735001"
"G34003703735002","36","7","340373735002"
"G34003703735003","GQ","GQ","340373735003"
"G34003703735004","16","3","340373735004"
"G34003703736001","32","6","340373736001"
"G34003703737001","37","7","340373737001"
"G34003703737002","51","9","340373737002"
"G34003703737003","31","6","340373737003"
"G34003703737004","54","9","340373737004"
"G34003703738001","56","9","340373738001"
"G34003703738002","55","9","340373738002"
"G34003703738003","38","7","340373738003"
"G34003703739001","37","7","340373739001"
"G34003703739002","39","8","340373739002"
"G34003703739003","33","7","340373739003"
"G34003703739004","33","7","340373739004"
"G34003703740001","23","5","340373740001"
"G34003703740002","18","4","340373740002"
"G34003703741001","19","4","340373741001"
"G34003703741002","13","3","340373741002"
"G34003703741003","28","6","340373741003"
"G34003703742001","46","8","340373742001"
"G34003703742002","30","6","340373742002"
"G34003703743001","25","5","340373743001"
"G34003703743002","33","7","340373743002"
"G34003703744001","17","3","340373744001"
"G34003703744002","29","6","340373744002"
"G34003703745001","41","8","340373745001"
"G34003703745002","38","7","340373745002"
"G34003703746001","35","7","340373746001"
"G34003703746002","40","8","340373746002"
"G34003703746003","26","5","340373746003"
"G34003703747001","38","7","340373747001"
"G34003703747002","30","6","340373747002"
"G34003703747003","35","7","340373747003"
"G34003703748001","31","6","340373748001"
"G34003703748002","33","7","340373748002"
"G34003703748003","42","8","340373748003"
"G34003703748004","38","7","340373748004"
"G34003703749001","53","9","340373749001"
"G34003703749002","40","8","340373749002"
"G34003703749003","33","7","340373749003"
"G34003900302001","43","8","340390302001"
"G34003900302002","52","9","340390302002"
"G34003900304001","66","10","340390304001"
"G34003900304002","28","6","340390304002"
"G34003900304003","54","9","340390304003"
"G34003900304004","54","9","340390304004"
"G34003900305001","52","9","340390305001"
"G34003900305002","45","8","340390305002"
"G34003900305003","46","8","340390305003"
"G34003900305004","57","9","340390305004"
"G34003900306001","48","9","340390306001"
"G34003900306002","43","8","340390306002"
"G34003900307011","35","7","340390307011"
"G34003900307012","25","5","340390307012"
"G34003900307031","44","8","340390307031"
"G34003900307032","45","8","340390307032"
"G34003900307033","47","9","340390307033"
"G34003900307041","55","9","340390307041"
"G34003900307042","68","10","340390307042"
"G34003900308021","33","7","340390308021"
"G34003900308022","30","6","340390308022"
"G34003900309001","47","9","340390309001"
"G34003900309002","33","7","340390309002"
"G34003900309003","38","7","340390309003"
"G34003900309004","36","7","340390309004"
"G34003900310001","47","9","340390310001"
"G34003900310002","52","9","340390310002"
"G34003900311001","44","8","340390311001"
"G34003900311002","40","8","340390311002"
"G34003900311003","38","7","340390311003"
"G34003900311004","53","9","340390311004"
"G34003900311005","30","6","340390311005"
"G34003900312001","39","8","340390312001"
"G34003900312002","32","6","340390312002"
"G34003900312003","34","7","340390312003"
"G34003900312004","47","9","340390312004"
"G34003900312005","40","8","340390312005"
"G34003900313011","28","6","340390313011"
"G34003900313012","41","8","340390313012"
"G34003900313021","51","9","340390313021"
"G34003900313022","50","9","340390313022"
"G34003900313023","55","9","340390313023"
"G34003900314001","44","8","340390314001"
"G34003900314002","59","9","340390314002"
"G34003900314003","41","8","340390314003"
"G34003900314004","52","9","340390314004"
"G34003900315001","40","8","340390315001"
"G34003900315002","37","7","340390315002"
"G34003900315003","35","7","340390315003"
"G34003900315004","37","7","340390315004"
"G34003900316011","100","10","340390316011"
"G34003900316012","40","8","340390316012"
"G34003900316013","25","5","340390316013"
"G34003900316021","27","5","340390316021"
"G34003900316022","31","6","340390316022"
"G34003900316023","28","6","340390316023"
"G34003900316024","24","5","340390316024"
"G34003900317001","77","10","340390317001"
"G34003900317002","44","8","340390317002"
"G34003900317003","47","9","340390317003"
"G34003900317004","33","7","340390317004"
"G34003900318011","29","6","340390318011"
"G34003900318012","40","8","340390318012"
"G34003900318013","42","8","340390318013"
"G34003900318021","49","9","340390318021"
"G34003900318022","36","7","340390318022"
"G34003900319031","52","9","340390319031"
"G34003900319032","49","9","340390319032"
"G34003900319033","41","8","340390319033"
"G34003900319041","69","10","340390319041"
"G34003900319042","35","7","340390319042"
"G34003900320021","36","7","340390320021"
"G34003900320022","35","7","340390320022"
"G34003900320031","35","7","340390320031"
"G34003900320032","47","9","340390320032"
"G34003900320041","35","7","340390320041"
"G34003900320042","29","6","340390320042"
"G34003900321011","33","7","340390321011"
"G34003900321012","19","4","340390321012"
"G34003900321013","25","5","340390321013"
"G34003900321021","29","6","340390321021"
"G34003900321022","21","4","340390321022"
"G34003900321023","18","4","340390321023"
"G34003900322001","38","7","340390322001"
"G34003900322002","58","9","340390322002"
"G34003900322003","44","8","340390322003"
"G34003900322004","33","7","340390322004"
"G34003900322005","34","7","340390322005"
"G34003900323001","35","7","340390323001"
"G34003900323002","50","9","340390323002"
"G34003900324011","27","5","340390324011"
"G34003900324012","45","8","340390324012"
"G34003900324013","38","7","340390324013"
"G34003900324014","43","8","340390324014"
"G34003900324021","39","8","340390324021"
"G34003900324022","29","6","340390324022"
"G34003900325001","33","7","340390325001"
"G34003900325002","26","5","340390325002"
"G34003900325003","35","7","340390325003"
"G34003900325004","13","3","340390325004"
"G34003900325005","35","7","340390325005"
"G34003900326001","33","7","340390326001"
"G34003900326002","35","7","340390326002"
"G34003900326003","26","5","340390326003"
"G34003900326004","22","4","340390326004"
"G34003900327011","28","6","340390327011"
"G34003900327012","23","5","340390327012"
"G34003900327021","39","8","340390327021"
"G34003900327022","34","7","340390327022"
"G34003900327023","29","6","340390327023"
"G34003900327024","33","7","340390327024"
"G34003900328001","33","7","340390328001"
"G34003900328002","42","8","340390328002"
"G34003900328003","38","7","340390328003"
"G34003900328004","36","7","340390328004"
"G34003900329011","23","5","340390329011"
"G34003900329012","30","6","340390329012"
"G34003900329013","26","5","340390329013"
"G34003900329021","30","6","340390329021"
"G34003900329022","23","5","340390329022"
"G34003900330001","11","2","340390330001"
"G34003900330002","27","5","340390330002"
"G34003900330003","26","5","340390330003"
"G34003900330004","24","5","340390330004"
"G34003900331001","25","5","340390331001"
"G34003900331002","30","6","340390331002"
"G34003900331003","30","6","340390331003"
"G34003900331004","33","7","340390331004"
"G34003900331005","26","5","340390331005"
"G34003900331006","28","6","340390331006"
"G34003900331007","28","6","340390331007"
"G34003900332001","30","6","340390332001"
"G34003900332002","29","6","340390332002"
"G34003900332003","21","4","340390332003"
"G34003900333001","16","3","340390333001"
